emp_title,emp_length,homeownership,annual_income,debt_to_income,delinq_2y,earliest_credit_line,total_credit_lines,open_credit_lines,total_debit_limit,loan_purpose,loan_amount,balance,account_never_delinq_percent
insurance/finanical coordinator,10,MORTGAGE,55584,26.17,0,2004,33,8,13500,debt_consolidation,13775,12505.39,63.6
paraprofessional ,9,RENT,38455,29.9,0,2003,57,21,18500,credit_card,5000,4656.28,100
lpn,3,OWN,40000,23.97,0,2001,28,9,500,other,6500,5839.17,60.7
nursing assistant ,3,MORTGAGE,35000,12.04,0,2014,10,8,8500,home_improvement,16825,15748.46,100
sales manager,10,MORTGAGE,115000,5.19,0,2000,16,7,12000,debt_consolidation,20000,19287.91,81.3
staff rn,10,RENT,100000,26.52,0,2006,32,14,66100,credit_card,30000,29087.35,100
supervisor,10,OWN,46000,26.61,0,2007,37,22,52300,credit_card,10000,9469.53,100
president & ceo,9,MORTGAGE,225000,11.39,0,1983,59,37,189300,credit_card,30000,26217.04,100
vice president ,10,MORTGAGE,100000,16.31,0,2001,16,6,27500,credit_card,26000,24670.99,93.8
accountant,3,MORTGAGE,70000,24.6,1,2001,43,19,41000,debt_consolidation,14000,12579.76,97.6
seaman,1,RENT,58800,14.43,0,2008,20,7,5400,other,1000,0,100
account manager ,0,MORTGAGE,70000,3.24,0,2004,15,8,13300,debt_consolidation,10000,8841.35,93.3
,2,RENT,150000,9.97,0,1988,36,7,4500,other,40000,37101.71,100
payroll supervisor,10,MORTGAGE,97500,25.81,0,2009,18,11,21300,debt_consolidation,35000,0,94.4
legal assistant,10,MORTGAGE,44820,44.34,0,2008,17,10,10300,credit_card,18000,17085.57,100
night manager ,3,RENT,33280,12.91,0,2014,5,5,2500,debt_consolidation,10000,8896.19,100
nurse,5,RENT,120000,14.78,0,2002,28,19,39700,debt_consolidation,38000,35116.49,100
,NA,MORTGAGE,5000,267.55,0,1998,18,8,28500,debt_consolidation,6000,5719.95,100
readiness nco,10,MORTGAGE,87800,32.86,0,2000,43,16,17500,debt_consolidation,14000,13352.66,97.7
import agent,0,OWN,40800,19.08,0,2001,17,5,4000,debt_consolidation,12000,10901.66,93.8
lead sales and service associate ,5,MORTGAGE,75000,11.19,0,2002,28,16,55000,debt_consolidation,13000,12491.65,100
fixer,10,MORTGAGE,70000,3.59,2,1992,21,11,16000,debt_consolidation,3000,2471.79,81
baker,0,MORTGAGE,22000,30.5,0,2014,9,6,18500,debt_consolidation,16000,15236.35,100
benefits advisor ,5,MORTGAGE,75800,11.86,0,2006,26,13,49000,credit_card,4200,3878.38,100
a&p mechanic,10,MORTGAGE,60000,19.28,0,2006,15,10,17700,credit_card,12000,10851.41,100
,NA,OWN,43188.48,6.67,1,1992,10,3,21000,other,3000,2644.82,90
truck driver,10,RENT,50000,35.84,0,2005,26,20,14700,debt_consolidation,15000,14486.1,92.3
registered nurse,3,RENT,80000,32.03,0,2005,13,9,15300,debt_consolidation,10000,8825.79,100
rt,3,MORTGAGE,61000,32.74,0,1997,24,10,26800,credit_card,35000,31887.38,100
it,10,MORTGAGE,60000,24.08,0,2005,20,8,4800,credit_card,4000,3730.83,60
pos,3,RENT,20000,23.47,0,1998,9,8,10000,debt_consolidation,5000,4648.17,100
service technician,10,OWN,130000,8.65,0,2000,31,13,39500,debt_consolidation,40000,34913.5,96.8
association manager,2,RENT,31500,13.78,0,2009,16,13,10700,credit_card,4200,3695.17,93.8
driver ,10,MORTGAGE,60000,11.3,0,2004,12,7,10000,debt_consolidation,7000,6499.71,100
,NA,MORTGAGE,100000,18.22,0,1985,35,9,12100,other,20000,17988.61,87.9
owner/ sales,10,RENT,150000,11.86,0,1988,24,13,71900,debt_consolidation,20000,18495.85,83.3
installer,2,RENT,42000,19.71,0,2013,15,14,9900,car,8500,7883.85,100
shop foreman,2,RENT,63373,33.67,1,1997,24,9,26400,home_improvement,30000,29213.76,70.8
machine operator,1,MORTGAGE,35000,24.48,0,2003,47,23,116700,home_improvement,30000,29166.72,100
rn,10,MORTGAGE,75000,29.65,0,2004,36,20,52700,debt_consolidation,4000,3712.07,100
sales,10,MORTGAGE,120000,1.4,0,1994,16,5,13500,home_improvement,18000,9127.47,100
database administrator,1,RENT,111275,28.86,0,2008,24,10,199500,debt_consolidation,24000,22612.69,100
general manager ,10,OWN,120000,19.14,0,2006,35,14,65900,other,21000,20233.1,100
sales,9,OWN,38400,11.63,0,1994,40,23,54100,other,1500,375.21,100
teacher,0,RENT,64000,34.89,1,2007,33,19,62200,other,20000,19390.9,97
branch manager,0,RENT,210000,20.19,0,1997,20,15,25000,debt_consolidation,30000,26885.89,100
cook,1,OWN,23500,32.43,0,2009,43,16,12400,credit_card,5000,4762.84,100
principal consultant,7,MORTGAGE,150000,6.12,0,2000,65,13,82700,debt_consolidation,16000,14376.87,100
supervisor,9,MORTGAGE,98000,7.54,0,2013,12,8,43000,debt_consolidation,24000,23418.76,100
legal assistant,5,MORTGAGE,62500,25.36,0,2004,28,10,29200,home_improvement,4000,3701.79,100
welder fabricator,10,MORTGAGE,70000,13.81,0,2005,17,7,27600,debt_consolidation,11000,9660.23,100
sr program administrator iii,6,MORTGAGE,75000,7.42,0,2006,23,10,2500,debt_consolidation,8000,7287.73,87
transaction specialist,6,RENT,60000,19.31,0,2008,5,4,31000,debt_consolidation,32000,27358.79,100
,NA,MORTGAGE,31000,15.21,0,1990,31,10,18700,debt_consolidation,15000,14013.48,100
food service director,7,RENT,76000,10.72,0,2008,19,17,8100,debt_consolidation,7000,6359.29,94.7
,NA,MORTGAGE,42000,11.29,1,1997,24,17,41800,credit_card,10000,9763.97,95.8
technical training coordinator,10,RENT,87000,7.37,0,2000,10,7,17000,debt_consolidation,20000,18550.27,90
it manager,5,MORTGAGE,89000,9.74,0,2005,14,6,22300,debt_consolidation,27500,25669.34,92.9
,NA,MORTGAGE,39000,17.45,0,2009,15,9,2900,debt_consolidation,20000,19374.64,86.7
vice president,10,MORTGAGE,278000,16.36,0,1991,36,17,35300,debt_consolidation,30000,28566.69,97.1
rocket technician,10,RENT,95000,21.96,0,2001,35,16,7800,debt_consolidation,6000,0,100
rubber-liner suupervisor,10,MORTGAGE,86000,13.51,0,2005,21,9,41700,major_purchase,15000,13851.4,100
,NA,MORTGAGE,62933.64,33.56,0,2008,24,10,48800,credit_card,20000,18654.17,100
operations manager,5,RENT,60000,14.18,0,2001,43,18,28000,credit_card,20000,18059.31,100
nurse tech ,3,RENT,25000,15.51,0,2013,12,9,13800,debt_consolidation,2000,1795.3,100
security administrator,10,MORTGAGE,50000,29.09,0,1999,17,8,40600,debt_consolidation,20000,19080.9,100
,NA,MORTGAGE,42321,16.93,1,1995,10,6,19800,credit_card,30000,28230.7,70
software developer,5,RENT,7500,8.16,1,2011,5,3,1800,medical,3000,2760.78,80
service tegh,10,OWN,38000,23.37,0,1997,20,9,26800,other,3000,0,100
conversion operations ,4,OWN,56000,23.96,0,2005,24,21,54100,debt_consolidation,30000,29509.18,100
branch manager,0,RENT,47500,12.11,0,2010,15,11,5500,debt_consolidation,7550,6572.85,100
stylist,0,RENT,21000,12.29,0,2009,18,13,6200,credit_card,4000,2101.26,83.3
senior account executive,1,MORTGAGE,80000,15.8,0,2005,23,11,16600,credit_card,20000,19227.06,100
truck driver,10,MORTGAGE,90000,13.48,0,2006,43,9,34300,debt_consolidation,27000,24260.98,100
caregiver ,4,OWN,10800,167.74,0,1996,36,14,60500,debt_consolidation,4000,3643.87,100
janitor,10,MORTGAGE,48000,18.68,0,1996,42,11,9500,debt_consolidation,15000,13968.97,85.7
admin assistant,0,MORTGAGE,37500,3.23,0,2011,5,3,6000,debt_consolidation,18000,16646.25,100
president,10,MORTGAGE,75000,17.34,0,2000,25,8,18900,major_purchase,15000,13108.5,100
executive assistant,3,MORTGAGE,69854,45.59,0,2009,15,12,7500,debt_consolidation,35000,33653.62,100
environmental specialist,1,OWN,72000,24.15,4,2007,27,10,1700,debt_consolidation,5000,4432.22,84
office manager,5,RENT,86000,15.17,0,2011,20,13,47000,other,35500,33136.79,100
labor ,6,OWN,50000,29.52,1,2005,25,9,9500,credit_card,15000,14331.28,100
director retired educators ,10,MORTGAGE,200000,20.52,0,1985,23,11,30600,debt_consolidation,25000,23119.84,100
service cordinator,10,OWN,22000,27.11,0,2003,20,9,14500,home_improvement,5000,4623.95,100
software engineer,10,RENT,100000,32.07,0,2007,16,10,96500,debt_consolidation,35875,34598.05,100
pharmacist,6,RENT,260000,8.37,0,1988,22,12,52800,debt_consolidation,40000,38013.61,100
dispatcher,10,MORTGAGE,66000,20.95,0,2003,26,11,55000,debt_consolidation,12000,10474,100
,NA,MORTGAGE,32000,20.22,0,1998,32,13,64500,credit_card,7000,6325.37,80.6
national sales manager,0,RENT,150000,38.43,0,2001,48,16,49000,credit_card,23875,22861.48,100
clerical asscociate ll,10,RENT,38000,3.35,0,1996,5,3,0,debt_consolidation,30000,27530.98,100
business manager,10,MORTGAGE,117000,25.12,0,1990,25,15,57200,credit_card,35000,32291.09,100
network tech,10,RENT,75000,25.86,0,2000,22,11,31100,debt_consolidation,32150,30615.11,100
maintenance electrician ,1,MORTGAGE,100000,6.36,3,1998,15,4,500,home_improvement,4800,4347.47,53.3
delivery driver ,3,RENT,50000,28.9,0,2006,23,12,34300,debt_consolidation,10000,8961.95,100
hr manager,2,RENT,71000,21.16,0,1997,55,11,26900,debt_consolidation,12000,10835.57,94.3
registar ,2,RENT,55000,6.37,0,2014,5,5,9000,debt_consolidation,12000,11180.95,100
loan officer assistant,3,MORTGAGE,52325,23.97,0,2002,33,20,18500,debt_consolidation,10000,8739,100
home care worker,10,RENT,40000,7.17,0,2008,7,7,4700,credit_card,10000,8849.12,100
bookkeeper,8,RENT,52420,1.88,0,2001,14,8,1700,other,1000,697.59,100
nurse's assistant ,1,OWN,40000,5.67,0,2006,11,7,20500,debt_consolidation,17000,16198.82,90.9
manager,10,MORTGAGE,90000,7.08,0,1999,20,14,9900,debt_consolidation,15000,13197.14,78.9
personal banker / teller 4,5,OWN,30000,54.6,0,2008,21,17,47400,debt_consolidation,23000,21874.49,100
,NA,RENT,60000,20.7,1,2004,15,5,10000,credit_card,15000,0,73
stocker,10,MORTGAGE,35000,10.67,0,2007,13,6,22500,home_improvement,5000,4612.99,100
production management ,3,MORTGAGE,105000,13.23,0,1998,46,16,19000,debt_consolidation,32000,30150.25,92.5
estimator,3,RENT,29120,15.13,0,2013,3,3,16000,other,3000,2782.54,100
technical sales representative,10,MORTGAGE,115000,16.55,0,1988,19,7,14700,other,18000,16138.59,100
corrections officer,4,RENT,70000,20.5,0,2003,19,7,16600,credit_card,12000,11519.23,78.9
instructional support teacher,10,MORTGAGE,90000,23.91,0,2002,32,13,39500,debt_consolidation,10000,8749.43,100
administrative assistant ,0,RENT,65000,7.96,0,2005,18,6,29000,debt_consolidation,15000,14102.22,52.9
nursecare,5,RENT,50000,9.63,0,2013,10,10,30200,debt_consolidation,15000,14284.05,100
owner,6,RENT,110000,8.25,0,2010,4,4,11000,debt_consolidation,40000,0,100
server,4,MORTGAGE,27000,8.44,0,2005,8,6,0,debt_consolidation,5000,4501.41,100
assistant manager,0,RENT,35000,13.48,0,2012,17,16,27400,debt_consolidation,7200,6836.77,100
owner,8,MORTGAGE,90000,23.75,0,2005,23,11,15400,other,5800,5363.77,100
,NA,OWN,19000,13.14,1,2003,11,4,51300,house,14375,13826.24,90.9
operations manager,10,MORTGAGE,148692,23.09,0,1991,27,20,112040,debt_consolidation,35000,32725.88,100
cashier,3,OWN,15000,33.55,0,1998,18,10,6300,debt_consolidation,7500,7043.93,77.8
maternity ,10,OWN,55000,41.24,0,1998,44,14,19200,debt_consolidation,6000,5565.08,100
sales,2,MORTGAGE,105000,18,0,2001,33,19,62400,debt_consolidation,21000,19688.02,97
director,10,MORTGAGE,64449,26.2,0,1997,34,15,8800,debt_consolidation,10000,9451.63,94.1
secretary,10,RENT,49623,25.68,0,1997,13,7,10500,debt_consolidation,10400,9297.99,100
pipefitter journeyman,9,MORTGAGE,102000,30.07,0,2007,30,20,11300,debt_consolidation,24000,22284.71,88
maneger,6,OWN,35000,21.12,0,2002,13,12,49600,home_improvement,24000,21833.42,100
project manager,3,MORTGAGE,90000,14.87,0,1998,23,15,47900,debt_consolidation,35000,33753.88,95.7
director - human resources,7,RENT,133000,14.91,0,2005,15,11,20000,debt_consolidation,12000,11503.58,93.3
mail clerk,2,RENT,32000,25.84,0,2005,11,5,1800,medical,1000,902.48,72.7
,NA,MORTGAGE,85000,33.19,0,2003,18,11,36600,credit_card,35000,32537.32,100
certified veterinary technician,2,RENT,33000,27.93,0,2009,15,14,6700,debt_consolidation,7200,6607.43,100
property director,1,RENT,150000,19.69,1,2005,32,16,22100,debt_consolidation,25000,21955.1,96.9
president,10,MORTGAGE,175000,15.33,0,2000,32,7,6700,home_improvement,25000,22199.06,100
broadcast designer,10,RENT,100000,11.39,0,2000,20,10,86100,credit_card,24000,22658.6,100
gis tech,6,MORTGAGE,28000,47.36,0,2000,22,7,28400,credit_card,12000,11250.26,95.5
firefighter,10,OWN,150000,26.12,0,2000,25,12,65900,debt_consolidation,16000,15166.03,100
delivery driver,0,RENT,25000,5.62,0,2007,4,2,6400,debt_consolidation,12000,11477.29,100
driver,10,MORTGAGE,70000,20.17,0,2004,23,15,47400,home_improvement,15000,14204.31,95.5
disability specialist ,10,RENT,95280,9.58,1,1998,27,10,64700,debt_consolidation,3125,2965.87,92.6
nurse,3,OWN,65000,26.62,0,2013,9,9,19700,debt_consolidation,33600,31390.18,100
,NA,RENT,19000,13.77,0,1998,31,9,11100,debt_consolidation,5000,4364.17,88.9
it product owner,5,MORTGAGE,125000,18.04,0,1999,32,13,50300,major_purchase,40000,38207.91,96.9
owner,5,RENT,76000,6.81,0,2011,7,4,5300,other,3000,2632.16,85.7
heavy equipment operator,10,MORTGAGE,105000,14.37,0,2003,17,10,22200,debt_consolidation,2500,2308.55,100
broker/realtor,10,MORTGAGE,200000,8.79,0,2004,16,9,19700,credit_card,30000,27089,93.8
work leader,10,MORTGAGE,80000,24.14,0,1994,29,10,18800,home_improvement,20000,19367.99,100
collision technician,2,MORTGAGE,125000,21.31,0,2003,27,12,33900,credit_card,34825,33981.6,96.3
human resources director ,5,RENT,53456,13,0,1996,16,9,4500,debt_consolidation,19000,16604.1,100
analyst,1,RENT,95000,26.45,0,1990,26,21,52900,debt_consolidation,8000,7262.63,100
marketing,1,MORTGAGE,170000,27.61,0,1987,25,12,3300,debt_consolidation,24725,24098.64,80
dry film operator,1,RENT,38000,1.11,0,2006,10,4,5700,major_purchase,10000,9296.37,100
maintenance,3,MORTGAGE,33000,13.24,0,2012,10,7,10700,debt_consolidation,20000,18169.44,100
bartender,10,RENT,35000,10.91,0,2006,7,5,23000,credit_card,11000,10385.32,100
warranty/tech support,2,OWN,47000,13.69,1,1995,16,9,6300,credit_card,7800,6862.53,93.8
marketing manager,1,RENT,60000,5.62,0,2013,22,16,8500,other,15000,13912.71,100
art teacher,3,MORTGAGE,52000,24.26,0,2005,56,23,16200,debt_consolidation,6000,5096.57,100
owner,10,MORTGAGE,40000,19.98,0,2011,24,19,61300,debt_consolidation,13000,12200.6,100
teacher,4,MORTGAGE,42500,29.91,3,1991,40,8,16800,debt_consolidation,20000,19366.62,80
secretary,2,RENT,30000,30.48,1,2010,10,8,24300,debt_consolidation,20000,18318.76,90
director of sales,2,RENT,175000,11.63,0,2000,24,19,109600,credit_card,25000,22441.45,100
operator ,9,MORTGAGE,82000,33.28,0,1991,37,16,20000,debt_consolidation,35000,33721.87,100
extruder operator,10,MORTGAGE,69996,17.66,0,1990,10,7,8100,debt_consolidation,6000,5337.7,100
project coordinator,0,MORTGAGE,68700,46.83,0,2001,32,15,34200,debt_consolidation,23550,0,100
warehouse worker,3,OWN,45000,22.19,0,2006,17,9,17300,home_improvement,20000,19274.6,100
senior treasury analyst,5,MORTGAGE,60000,28.16,0,2009,30,21,16800,credit_card,7600,7033.44,100
regional sales manager`,10,MORTGAGE,125000,27.97,1,2001,31,15,68500,credit_card,40000,35906.37,96.8
account executive,2,MORTGAGE,315000,13.08,5,2003,40,22,26500,debt_consolidation,12000,11262.09,83.8
recycling ,7,RENT,65000,15.29,0,2007,18,17,68200,debt_consolidation,15000,14114.31,100
commodity broker,0,MORTGAGE,100000,4.57,0,1996,26,13,18200,major_purchase,5000,4642.64,80.8
composite shop lead,5,MORTGAGE,40000,37.8,0,2007,20,11,3500,debt_consolidation,10000,0,100
foreclosure clerk,1,RENT,38000,29.44,0,2004,32,24,20900,credit_card,11500,10194.1,100
marketing manager,2,RENT,100000,9.78,0,1996,12,5,15400,debt_consolidation,21000,19522.58,100
chef,1,RENT,30000,74.3,0,2007,22,13,36200,debt_consolidation,40000,38257.73,100
vice president,10,MORTGAGE,170000,29.61,0,1982,29,14,92500,debt_consolidation,10000,8739,100
humanitarian international worker,4,RENT,89206,5.8,0,2012,8,7,6700,credit_card,9000,8589.85,100
owner,1,RENT,50000,24.46,0,2000,43,25,29400,credit_card,24000,22385.01,86
agency records manager,10,MORTGAGE,155000,17.64,0,2005,15,10,7900,debt_consolidation,10000,9280.21,92.9
lead supervisor ,2,MORTGAGE,55000,30.46,0,2002,46,22,34300,debt_consolidation,12000,10931.6,97.7
,NA,MORTGAGE,30000,29.36,2,1969,28,18,2300,credit_card,12000,11599.33,82.1
financial analyst,2,MORTGAGE,58250,70.13,0,1995,44,24,62500,debt_consolidation,40000,37878.15,100
msr,1,RENT,28000,10.46,0,2013,6,2,1200,debt_consolidation,7000,6444.11,100
director,6,OWN,130000,14.56,4,2005,38,14,9300,debt_consolidation,15500,13545.48,86.8
operations manager,10,MORTGAGE,75000,14.61,0,1994,18,9,48300,other,11100,10369.92,100
teacher,10,MORTGAGE,62000,17.46,0,2003,25,14,10600,debt_consolidation,14000,13210.65,92
registered nurse,4,MORTGAGE,71000,10.86,0,2002,17,6,10400,debt_consolidation,13000,11315.8,100
business analyst,10,MORTGAGE,75000,20.19,0,1999,20,14,20000,debt_consolidation,15000,13617.47,85
,NA,MORTGAGE,14364,4.85,1,1999,19,7,16700,major_purchase,5150,4522.83,84.2
attorney,10,MORTGAGE,158000,11.55,0,1999,24,11,62000,debt_consolidation,39000,36466.02,95.8
audio technician,10,MORTGAGE,60000,35.78,0,1991,20,9,40000,debt_consolidation,4000,3564.38,100
plant manager,0,RENT,85000,18.03,0,2011,10,8,15700,debt_consolidation,23000,20783.44,100
teacher,3,MORTGAGE,42000,45.51,0,2005,15,10,41200,home_improvement,30000,29379.43,86.7
service tech,10,MORTGAGE,45000,21.23,0,1993,34,15,43300,credit_card,16000,14960.42,94.1
,NA,OWN,9600,3.38,1,1987,10,5,11500,debt_consolidation,8425,0,70
attendance officer,3,OWN,45000,32.67,0,1988,31,11,27200,debt_consolidation,15000,13564.27,100
health services administrator,7,MORTGAGE,89000,24.69,0,2001,40,23,25500,debt_consolidation,20000,18561.15,100
consultant,10,MORTGAGE,58000,29.84,0,2002,38,23,70900,credit_card,9800,8543.09,100
truck driver,3,MORTGAGE,65000,8.07,0,2004,6,4,0,home_improvement,30000,29652.7,100
bus driver,2,MORTGAGE,15000,135.28,0,2005,20,9,2600,debt_consolidation,8000,6982.67,100
teacher,5,MORTGAGE,57564,31.75,0,2006,49,19,24100,credit_card,11500,11140.42,97.8
kitchen helper,2,RENT,8500,8.51,0,2011,15,14,12400,other,7000,5402.59,100
supervisor,10,MORTGAGE,51252,25.66,0,2002,21,6,11900,debt_consolidation,16500,15744.63,90.5
salesperson,0,RENT,60000,12.68,0,2010,12,5,29300,debt_consolidation,10000,9241.17,100
registered nurse 2,10,MORTGAGE,160000,14.97,0,1994,25,7,13300,debt_consolidation,38500,36132.53,95.8
estimator,10,MORTGAGE,75000,0.48,0,2004,8,2,8200,other,6000,5548.75,100
loan processor,2,MORTGAGE,58000,18.75,0,2005,18,9,10300,debt_consolidation,6000,5577.82,100
general manager,10,RENT,210000,4.46,0,2005,26,8,154500,credit_card,40000,38207.91,100
deputy sheriff,10,MORTGAGE,52000,22.2,0,2005,30,13,17700,credit_card,14000,12916.42,100
economic and community developer,10,MORTGAGE,125000,19.08,0,1985,20,10,32400,other,32000,29895.41,95
maintenance porter,10,MORTGAGE,67000,15.19,0,2007,25,23,21900,home_improvement,7000,6463.98,100
driver,0,OWN,26000,11.31,0,1998,6,6,17800,debt_consolidation,6000,5509.49,100
general manager,10,MORTGAGE,60000,16.61,0,1987,27,9,12500,house,9600,8634.39,55.6
store director,5,MORTGAGE,48000,17.18,0,2008,17,8,8600,debt_consolidation,20000,19236.53,100
kitchen manager,4,MORTGAGE,64000,18.45,0,1996,13,5,27300,debt_consolidation,31000,28000,92.3
principal consultant,10,MORTGAGE,135865,17.18,0,1998,30,18,67300,home_improvement,6500,5666.36,100
owner,4,RENT,120000,13.4,0,2009,12,8,26400,debt_consolidation,10000,9270.01,100
,NA,OWN,39000,0.77,0,1983,10,4,68000,medical,30000,16937.76,100
pharmacy technician,3,OWN,30000,23.04,0,2008,15,10,20100,credit_card,16800,13190.11,92.9
,NA,MORTGAGE,120000,23.85,0,2003,23,8,45000,car,10000,9334.29,100
assistant professor,0,RENT,200000,7.15,0,2011,15,11,50600,credit_card,10000,8717.45,100
president,2,RENT,200000,2.31,0,2006,3,3,5500,other,20000,18046.67,100
owner ,10,MORTGAGE,100000,17.56,1,2000,15,9,26100,house,20000,18540.06,66.7
accounting,3,MORTGAGE,75000,22.23,0,2006,21,8,27500,credit_card,19000,0,100
speech pathologist,0,MORTGAGE,68000,10.32,1,2004,17,6,23000,debt_consolidation,11200,10063.78,94.1
,NA,MORTGAGE,125000,43.96,0,1987,28,15,114500,home_improvement,25000,23355.79,100
lead server,9,RENT,55000,15.04,0,1998,13,12,8800,debt_consolidation,16800,16201.86,100
truck driver,0,RENT,72000,32.87,0,2007,25,15,4400,credit_card,7000,6663.13,95.8
chemistry professor,6,MORTGAGE,67000,15.33,0,2006,13,10,36000,home_improvement,13425,12912.51,100
assembler,3,RENT,35000,26.75,0,2006,48,13,8800,vacation,2800,2458.95,100
power systems engineer,1,RENT,96000,2.81,0,2013,5,4,31500,credit_card,10000,9241.27,100
regional controller,3,MORTGAGE,87500,30.75,0,2003,31,20,34300,credit_card,16000,14990.94,100
technical advisor,10,RENT,105000,11.04,0,2003,27,9,30000,debt_consolidation,10000,0,100
vp brand marketing,3,MORTGAGE,250000,13.92,0,2001,45,15,7100,other,3000,2804.11,81.6
rn,10,MORTGAGE,70000,16.96,0,2002,31,9,44000,debt_consolidation,35000,33143.41,100
sole owner,9,MORTGAGE,25000,21.99,0,2008,13,8,51000,home_improvement,3000,0,100
gw2,10,MORTGAGE,72000,22.83,0,2010,18,10,9600,credit_card,12000,11105.43,100
facility manager,10,MORTGAGE,53700,28.56,0,2001,38,20,22500,other,2500,2373.87,100
